,N,NSim,typeA,Exp_a,Exp_b,mAct_a,stdAct_a,mAct_b,stdAct_b,m_IE,std_IE,m_K,std_K
56,10.0,1000.0,99.0,0.2,-0.2,-0.2091357946851585,0.3548679892842856,-0.20819741693494495,0.3963065656423619,0.038791700079463656,0.17631847284224111,0.1115777920761445,0.11867377347200378
57,10.0,1000.0,99.0,0.2,-0.2,-0.20594820263351432,0.3832208894641997,-0.10383108222053725,0.394752656616864,0.01064720654826028,0.17566857969816702,0.10322615585743848,0.11411860176125477
58,10.0,1000.0,99.0,0.2,-0.2,-0.21456248163574104,0.40102713060183026,0.01701427539853883,0.40519821483648866,0.001938434623275251,0.19772330036756777,0.10360665070534968,0.11861912028972404
59,10.0,1000.0,99.0,0.2,-0.2,-0.18872368037131454,0.37418503370736145,0.07448119243636636,0.41275379465546147,-0.016477903749047066,0.1697200580941435,0.10997950120578992,0.12509954008259638
60,10.0,1000.0,99.0,0.2,-0.2,-0.19728815089643473,0.37043785287449776,0.22125373973218707,0.4019355300827078,-0.043334495656838924,0.19887953788766968,0.11654116181507997,0.12313839564314676
61,10.0,1000.0,99.0,0.2,-0.2,-0.20468985838868703,0.3893499585074184,0.29405624050694296,0.3809047964842691,-0.06370693918146059,0.2132466045162039,0.13725890901715826,0.14090161476957574
62,10.0,1000.0,99.0,0.2,-0.2,-0.19513532640612272,0.38508259162327235,0.4024363286960762,0.4043661560410096,-0.07961152561837043,0.22162917183631092,0.15227204629412283,0.1434014967667856
63,10.0,1000.0,99.0,0.3,-0.2,-0.2069662861723284,0.3871261287319051,-0.4109834529194831,0.39906880535218625,0.08420488802163806,0.23732244775870223,0.14023380838032787,0.13468865041544972
64,10.0,1000.0,99.0,0.3,-0.2,-0.2025911004353531,0.368853606448347,-0.30851401884995816,0.4041390840056231,0.05872814843741965,0.20964272514506618,0.12822140465812135,0.131965708902763
65,10.0,1000.0,99.0,0.3,-0.2,-0.19204739929894882,0.3672240519644318,-0.18519743515897835,0.4032174813524899,0.03167165043697803,0.17890248233186354,0.11045170617648124,0.1200432839040768
66,10.0,1000.0,99.0,0.3,-0.2,-0.20054348814309275,0.377741925498498,-0.10299356249984848,0.3989346073817098,0.014930642586678845,0.16715381096659393,0.10653692111398959,0.11224060412812827
67,10.0,1000.0,99.0,0.3,-0.2,-0.19818877919451644,0.3747872778803341,-0.007263012125026593,0.40308643365003594,-0.0015622736814325671,0.1633321827582486,0.10064885733631089,0.11259790288752128
68,10.0,1000.0,99.0,0.3,-0.2,-0.20375057223526474,0.367249688690556,0.10070085366180322,0.42705689648212786,-0.022893972857716504,0.1743349503445618,0.11262414565266178,0.1222077372670935
69,10.0,1000.0,99.0,0.3,-0.2,-0.2040441566704044,0.3804388981402316,0.21645001135193392,0.38281436378333794,-0.04084042618366538,0.18422854244826384,0.11588712458184143,0.1239904819258368
70,10.0,1000.0,99.0,0.3,-0.2,-0.18732759427437135,0.37430897479640995,0.3187436436720923,0.4089909103608937,-0.06161063972529443,0.2003440421891871,0.13445442402252625,0.14542736156391226
71,10.0,1000.0,99.0,0.3,-0.2,-0.19549679302683773,0.37885764968030317,0.3826178036331929,0.3948444076954696,-0.06064832642411171,0.2264745944774257,0.14614337449018086,0.1451063750249475
72,10.0,1000.0,99.0,0.4,-0.2,-0.20698215325621755,0.3670012401239232,-0.3909272651662602,0.4044320798103432,0.08524205114205273,0.21391607509590377,0.13561224444924916,0.1306786534370431
73,10.0,1000.0,99.0,0.4,-0.2,-0.17712592985526737,0.3883390644134603,-0.30353856914584365,0.4208918817329669,0.05776243781405371,0.2067864298660639,0.12843513436810003,0.12877871754543374
74,10.0,1000.0,99.0,0.4,-0.2,-0.19020519935629093,0.39359071863887374,-0.20457671443224718,0.41782941757644454,0.03565730266564673,0.20124195782143348,0.11857687385726388,0.1254110439490729
75,10.0,1000.0,99.0,0.4,-0.2,-0.19849297497080454,0.38143816421695315,-0.09987564107176988,0.4177923784597215,0.015030150983116518,0.18611351153327865,0.10940854635963404,0.12150755449892656
76,10.0,1000.0,99.0,0.4,-0.2,-0.20124313196750693,0.3873340413666987,-0.026937026567211045,0.42886919481586927,-2.9833216705519307e-05,0.18373489334944293,0.1091338562673194,0.12074964046398748
77,10.0,1000.0,99.0,0.4,-0.2,-0.20428745577622198,0.39013727765716094,0.09058158370560383,0.40730592718201153,-0.02771122469058732,0.19714546950067863,0.11007265511738498,0.12617410561783815
78,10.0,1000.0,99.0,0.4,-0.2,-0.20586572231520064,0.3498688280550796,0.20829534737955124,0.39038837455566716,-0.0445350815900839,0.17568922191080563,0.11370947907734404,0.12431001391609824
79,10.0,1000.0,99.0,0.4,-0.2,-0.20253486158234016,0.3743511998726068,0.2969523676102381,0.4125981921638578,-0.060749997613764206,0.20520730877157378,0.13639962730810595,0.13840995895619246
