,N,NSim,typeA,Exp_a,Exp_b,mAct_a,stdAct_a,mAct_b,stdAct_b,m_IE,std_IE,m_K,std_K
95,10.0,1000.0,1.0,-0.3,0.4,0.40076452893996944,0.019766486569993507,0.10822886990577574,0.38350819899678745,0.04305217335057903,0.15371562232126795,0.30122026664811213,0.20688526706650204
96,10.0,1000.0,1.0,-0.3,0.4,0.40018935251816895,0.02036677115166144,0.19796477859477768,0.4161139955255532,0.07925351975322059,0.1667702959407169,0.3225894926033379,0.21505095977279665
97,10.0,1000.0,1.0,-0.3,0.4,0.3984462391656973,0.020422772845371456,0.3133252788235985,0.407845199383778,0.12476299650294509,0.16298769689239884,0.3662128788276775,0.22088964323782048
98,10.0,1000.0,1.0,-0.3,0.4,0.3999117606058587,0.02054966005313044,0.3819509759037065,0.42444274112436675,0.15320574357930944,0.17108006919937943,0.40692000090566294,0.2302709736050528
99,10.0,1000.0,1.0,-0.2,0.4,0.39985167553931106,0.02000695073741778,-0.4143634656368993,0.38648094580412407,-0.1659183456266649,0.15561595955659552,0.40976858054153775,0.23067231205014968
100,10.0,1000.0,1.0,-0.2,0.4,0.4002384412647766,0.020491992116100994,-0.3013524661099491,0.391529429151659,-0.12041218829386197,0.15656478819309336,0.34984804536522884,0.22917621439191768
101,10.0,1000.0,1.0,-0.2,0.4,0.4010131603863196,0.020855842707479057,-0.2086480609907764,0.3960058126696036,-0.08339303054079264,0.15937120076502,0.32655536882500336,0.20913526755074358
102,10.0,1000.0,1.0,-0.2,0.4,0.3986309643678029,0.020268084663729345,-0.12223620847124371,0.42814047657187393,-0.04861969118477694,0.17149600071514992,0.3084264970339823,0.20863296792747352
103,10.0,1000.0,1.0,-0.2,0.4,0.40072787020063083,0.020051029060758913,-5.144598321072236e-05,0.4205766049249151,2.612393115801903e-05,0.16818751134766283,0.29519758494584497,0.1953660245014762
104,10.0,1000.0,1.0,-0.2,0.4,0.4001817492531144,0.021166506401104058,0.1074478020371064,0.39648625606796467,0.042954636273024024,0.15875706348034027,0.29694594093966487,0.2037151429215368
105,10.0,1000.0,1.0,-0.2,0.4,0.39920496717644094,0.021005630061018483,0.21587286158863916,0.40986366528923696,0.08609017935895846,0.1634293770333834,0.3279687909082546,0.21630956681234192
106,10.0,1000.0,1.0,-0.2,0.4,0.39927319180495796,0.01989701589547353,0.3156298813320283,0.3988215589264247,0.1261800310634826,0.15951835675319825,0.3609858708201775,0.22693290154360768
107,10.0,1000.0,1.0,-0.2,0.4,0.4003737637959198,0.01991812894809986,0.38757394204939977,0.4082594799867953,0.15488466254128186,0.1638565199397832,0.3982740774828873,0.23800766564512946
